student_id,gender,math_score,science_score,english_score,overall_score,final_grade
2278,female,84.1,93.5,81.0,93.3,b
2279,male,86.1,89.0,92.4,89.0,b
2280,male,78.1,83.1,81.2,80.4,c
2281,male,64.1,78.0,80.0,75.5,c
2282,male,81.5,75.0,60.8,67.1,d
2283,female,73.8,59.9,66.6,70.8,c
2284,other,60.5,79.4,67.0,70.7,c
2285,male,51.4,49.6,67.9,58.8,d
2286,male,18.1,36.3,43.8,36.3,f
2287,male,35.0,23.5,33.1,31.8,f
2288,male,69.1,72.3,100.0,72.8,c
2289,male,26.1,43.4,54.6,41.3,e
2290,male,67.2,84.2,69.4,77.0,c
2291,other,46.7,66.0,51.3,53.0,e
2292,female,27.5,38.1,55.1,36.2,f
2293,female,71.3,34.4,41.1,45.8,e
2294,other,51.0,33.9,69.7,41.1,e
2295,male,22.8,27.2,38.3,35.6,f
2296,male,54.3,57.2,56.3,48.1,e
2297,female,59.8,40.4,62.3,61.7,d
2298,female,57.3,54.4,40.8,55.5,d
2299,male,65.9,68.5,78.8,69.6,d
2300,female,54.5,57.9,42.1,48.1,e
2301,male,52.1,35.1,42.3,38.7,f
2302,male,39.4,32.9,50.8,38.1,f
2303,female,26.6,43.2,39.7,36.1,f
2304,other,79.6,83.0,67.9,79.2,c
2305,other,83.5,89.3,72.1,75.5,c
2306,other,76.1,64.1,47.9,67.0,d
2307,female,85.3,82.9,82.8,88.1,b
2308,male,36.5,44.0,52.7,50.9,e
2309,male,95.0,89.0,85.0,83.5,c
2310,female,91.8,100.0,94.9,93.5,b
2311,male,88.3,66.8,82.5,84.3,c
2312,male,93.9,79.0,76.1,74.2,c
2313,male,41.1,34.0,26.9,35.3,f
2314,male,86.1,79.7,72.0,79.3,c
2315,female,69.0,83.5,63.8,70.5,c
2316,female,81.8,84.0,100.0,74.7,c
2317,male,23.6,55.7,53.6,45.2,e
2318,female,12.5,39.2,56.2,35.1,f
2319,other,86.6,87.1,78.4,84.5,c
2320,female,44.1,66.2,50.7,59.7,d
2321,male,58.2,66.2,29.2,41.2,e
2322,male,46.3,36.9,28.4,35.9,f
2323,female,100.0,88.2,78.4,85.4,b
2324,male,36.4,33.4,35.1,40.1,e
2325,other,38.6,18.3,31.9,35.4,f
2326,other,97.0,100.0,100.0,97.7,a
2327,female,39.7,40.7,50.1,42.8,e
2328,other,33.5,50.0,50.7,43.6,e
2329,other,81.3,87.4,100.0,84.3,c
2330,male,43.9,66.4,49.6,51.8,e
2331,female,54.0,46.0,68.4,49.1,e
2332,female,70.3,62.3,86.2,76.0,c
2333,female,83.8,84.5,81.6,71.0,c
2334,female,62.3,73.4,74.2,70.6,c
2335,female,73.6,77.4,77.4,76.2,c
2336,other,97.1,72.0,100.0,93.4,b
2337,male,70.7,77.1,93.1,71.3,c
2338,female,73.0,61.2,81.0,78.9,c
2339,male,98.8,99.9,89.5,91.0,b
2340,other,17.4,17.6,17.8,20.8,f
2341,male,75.3,69.6,67.8,64.4,d
2342,male,38.9,40.0,28.2,39.8,f
2343,male,55.7,46.1,31.8,49.5,e
2344,female,81.9,69.7,73.9,77.6,c
2345,female,20.3,16.3,31.8,36.9,f
2346,other,64.5,43.9,39.6,46.0,e
2347,female,38.0,56.1,55.6,53.5,e
2348,male,80.6,73.9,79.4,70.0,d
2349,female,81.7,93.5,90.1,85.7,b
2350,male,59.3,63.5,67.3,59.6,d
2351,female,70.7,96.6,75.3,76.9,c
2352,other,75.2,60.3,68.0,65.5,d
2353,male,72.9,98.0,92.9,80.4,c
2354,other,80.7,93.7,82.3,91.9,b
2355,male,42.5,35.3,30.8,29.0,f
2356,other,94.9,90.7,83.3,81.1,c
2357,other,33.9,1.0,31.4,35.0,f
2358,other,56.9,85.4,70.5,68.8,d
2359,other,33.9,43.7,47.4,38.5,f
2360,other,61.2,58.2,57.1,65.4,d
2361,male,92.1,77.6,91.6,82.3,c
2362,male,76.3,68.4,67.7,60.2,d
2363,female,62.7,53.5,38.6,56.9,d
2364,female,88.2,83.4,80.9,90.0,b
2365,female,52.3,61.3,71.3,63.3,d
2366,other,56.2,41.6,67.3,50.6,e
2367,male,81.4,61.7,76.8,74.2,c
2368,other,39.4,52.5,53.6,53.2,e
2369,female,71.2,46.4,71.4,72.9,c
2370,male,38.9,35.9,39.5,31.6,f
2371,other,42.8,35.6,38.3,46.3,e
2372,male,59.3,78.9,64.5,58.8,d
2373,female,64.1,60.2,51.3,54.9,e
2374,other,48.5,56.5,32.5,47.9,e
2375,other,9.8,17.5,25.1,32.6,f
2376,male,36.1,34.3,20.4,24.5,f
2377,male,81.9,60.1,67.9,77.3,c
2378,male,31.4,43.7,65.6,47.1,e
2379,male,43.2,17.2,30.8,34.0,f
2380,other,26.8,32.8,24.1,35.4,f
2381,other,53.4,47.6,56.1,44.5,e
2382,female,34.3,44.9,36.7,47.8,e
2383,female,57.9,44.3,37.0,52.0,e
2384,male,47.2,51.4,59.6,44.7,e
2385,male,75.5,85.3,79.7,85.5,b
2386,male,41.9,39.8,50.0,41.3,e
2387,other,80.7,68.2,81.6,65.2,d
2388,male,100.0,82.2,77.3,93.5,b
2389,male,53.0,64.4,47.5,55.9,d
2390,other,43.4,41.6,32.3,33.1,f
2391,female,25.9,37.5,53.5,41.5,e
2392,female,87.4,76.9,80.2,74.0,c
2393,male,82.5,73.9,74.7,72.2,c
2394,male,84.8,78.6,73.5,68.0,d
2395,female,79.6,100.0,77.9,84.7,c
2396,female,67.5,86.4,79.2,72.6,c
2397,female,88.9,65.2,75.5,77.2,c
2398,male,42.2,47.5,45.1,38.8,f
2399,male,88.7,100.0,82.8,88.5,b
2400,male,66.3,48.1,58.3,58.1,d
2401,female,56.3,63.7,41.0,49.3,e
2402,male,75.4,81.6,77.1,74.8,c
2403,male,89.8,82.3,77.3,80.1,c
2404,female,54.1,52.0,44.6,49.3,e
2405,female,56.1,52.7,56.7,56.1,d
2406,male,71.2,70.6,67.5,85.5,b
2407,other,82.5,96.7,97.0,86.6,b
2408,female,60.1,40.0,46.2,57.2,d
2409,female,35.8,48.3,44.3,50.3,e
2410,female,55.5,68.8,61.6,68.6,d
2411,male,60.9,71.8,56.5,75.1,c
2412,female,43.1,45.8,52.4,43.7,e
2413,female,79.2,99.4,80.6,80.0,c
2414,male,68.9,84.4,82.8,82.2,c
2415,female,68.3,81.0,97.4,78.2,c
2416,male,74.8,73.0,56.6,62.9,d
2417,female,49.7,49.1,26.2,43.9,e
2418,male,93.5,89.3,92.7,88.0,b
2419,male,83.7,93.6,100.0,96.9,a
2420,female,93.7,90.1,66.2,89.0,b
2421,female,47.0,57.0,35.4,51.5,e
2422,other,37.9,58.2,58.5,52.7,e
2423,female,60.3,63.3,71.4,73.0,c
2424,male,86.6,62.3,84.6,76.3,c
2425,female,12.0,34.6,30.0,29.3,f
2426,other,67.4,33.7,44.4,41.6,e
2427,male,33.1,53.4,56.8,52.3,e
2428,other,54.9,42.0,45.3,44.4,e
2429,female,45.8,38.2,40.1,43.0,e
2430,male,96.4,94.3,81.8,88.9,b
2431,other,89.5,84.0,92.7,83.0,c
2432,male,46.5,48.5,55.6,36.2,f
2433,female,66.6,75.2,76.2,67.3,d
2434,male,80.2,67.9,69.3,76.7,c
2435,female,87.1,79.5,73.3,83.8,c
2436,male,86.6,78.5,67.1,81.0,c
2437,male,30.3,22.2,27.4,28.7,f
2438,female,85.7,86.6,75.7,74.8,c
2439,other,13.1,20.7,21.0,25.5,f
2440,male,78.8,72.0,82.0,72.2,c
2441,female,73.5,82.0,76.2,78.2,c
2442,other,78.7,66.8,77.6,78.1,c
2443,male,62.7,40.5,31.1,40.2,e
2444,female,62.5,65.7,56.9,49.5,e
2445,other,31.4,48.7,44.1,48.0,e
2446,other,31.1,32.0,9.8,35.2,f
2447,male,19.2,34.6,36.5,26.4,f
2448,other,46.5,47.9,26.9,39.9,f
2449,other,84.8,49.7,60.1,72.8,c
2450,female,35.4,44.1,31.1,45.5,e
2451,female,50.5,56.6,57.3,52.8,e
2452,other,77.7,84.9,65.1,76.4,c
2453,other,33.9,51.6,42.1,39.9,f
2454,other,69.0,65.2,65.8,67.8,d
2455,other,82.9,75.4,77.8,75.1,c
2456,female,58.1,46.4,68.0,53.0,e
2457,male,49.0,66.4,66.9,54.2,e
2458,male,85.4,48.5,69.4,69.9,d
2459,other,47.5,55.5,91.5,69.5,d
2460,female,47.0,84.3,65.3,68.4,d
2461,male,80.0,84.2,72.7,84.7,c
2462,male,74.8,67.1,58.0,71.5,c
2463,male,44.6,65.3,60.5,55.3,d
2464,female,75.4,34.2,39.0,51.1,e
2465,female,72.2,72.9,74.6,70.6,c
2466,female,79.0,87.8,88.4,80.6,c
2467,other,89.5,80.2,81.6,79.5,c
2468,female,25.2,6.9,41.1,40.7,e
2469,other,45.6,27.5,32.0,31.3,f
2470,other,55.7,57.8,63.5,67.7,d
2471,male,75.8,100.0,99.9,88.6,b
2472,male,53.0,62.7,57.4,51.8,e
2473,other,91.5,94.1,87.4,97.0,a
2474,female,74.9,49.2,44.0,67.3,d
2475,other,73.4,77.4,93.6,77.4,c
2476,female,90.7,70.0,90.8,81.8,c
2477,male,57.5,56.3,60.8,51.2,e
2478,other,47.5,47.0,30.9,43.8,e
2479,other,50.7,46.6,40.3,50.5,e
2480,female,40.9,48.5,51.4,44.9,e
2481,female,39.5,67.2,38.5,41.5,e
2482,male,79.2,62.2,77.1,78.7,c
2483,other,89.5,69.7,94.3,81.3,c
2484,female,44.8,45.7,44.0,43.2,e
2485,other,56.0,54.0,64.5,62.3,d
2486,male,82.8,79.2,84.8,75.3,c
2487,other,80.6,72.3,75.6,85.3,b
2488,other,93.4,79.4,81.6,78.8,c
2489,other,64.0,58.5,78.1,58.7,d
2490,female,64.6,57.1,62.3,50.7,e
2491,other,81.0,79.1,77.1,81.1,c
2492,female,57.6,61.2,53.1,51.1,e
2493,other,85.7,76.1,78.8,86.1,b
2494,other,39.3,48.5,43.9,45.2,e
2495,other,69.4,44.7,57.1,62.4,d
2496,other,51.7,34.8,56.0,57.5,d
2497,male,75.2,67.3,89.8,81.1,c
2498,other,29.5,67.0,38.6,46.6,e
2499,other,80.2,81.5,78.5,66.8,d
2500,female,96.2,100.0,100.0,99.9,a
2501,female,81.8,77.6,70.8,85.9,b
2502,other,94.4,100.0,100.0,100.0,a
2503,female,75.1,62.8,80.6,79.0,c
2504,female,66.2,53.0,79.9,73.2,c
2505,other,61.3,71.1,73.7,72.5,c
2506,other,91.5,84.9,84.5,85.4,b
2507,male,89.1,100.0,100.0,95.4,a
2508,other,89.9,73.4,93.6,80.0,c
2509,male,40.5,33.4,36.5,39.5,f
2510,male,23.5,62.1,45.9,44.2,e
2511,other,79.5,71.7,79.5,73.5,c
2512,male,100.0,94.5,87.4,100.0,a
2513,male,38.4,41.4,45.8,37.6,f
2514,male,88.4,76.6,66.5,81.6,c
2515,female,36.6,62.7,53.8,44.8,e
2516,male,68.5,59.1,51.7,55.7,d
2517,male,71.8,71.9,65.2,75.5,c
2518,female,100.0,87.4,98.5,95.6,a
2519,male,69.3,61.4,83.1,81.3,c
2520,male,82.7,95.3,74.5,93.1,b
2521,other,76.5,66.4,56.3,74.6,c
2522,female,89.1,67.5,83.6,85.4,b
2523,male,99.2,87.9,81.2,100.0,a
2524,male,72.0,83.3,65.4,70.5,c
2525,other,33.1,21.6,32.1,23.8,f
2526,male,36.6,41.4,43.9,39.4,f
2527,male,31.0,43.9,36.3,41.8,e
2528,female,73.4,78.3,55.3,59.5,d
2529,other,58.3,39.7,51.4,46.7,e
2530,female,57.5,46.1,40.9,47.3,e
2531,other,63.0,85.0,57.6,75.3,c
2532,female,18.9,27.5,20.8,27.5,f
2533,male,61.5,59.5,60.5,56.3,d
2534,other,66.3,46.7,34.6,48.4,e
2535,other,59.8,36.9,54.7,45.0,e
2536,other,73.4,86.3,67.7,75.0,c
2537,male,76.8,82.4,100.0,85.1,b
2538,female,67.7,82.9,73.9,78.3,c
2539,female,86.6,92.4,100.0,89.5,b
2540,male,100.0,57.2,94.1,94.0,b
2541,other,58.5,67.9,54.0,68.9,d
2542,male,41.3,41.8,43.4,41.2,e
2543,male,31.2,16.0,25.4,39.1,f
2544,other,70.7,54.6,52.6,67.9,d
2545,female,38.7,54.4,64.8,57.0,d
2546,other,76.7,83.4,92.0,88.4,b
2547,female,29.8,48.7,32.9,39.6,f
2548,other,82.7,100.0,93.5,94.9,b
2549,male,57.4,59.9,62.8,66.1,d
2550,other,80.2,71.3,73.9,80.2,c
2551,male,78.6,64.1,58.8,64.8,d
2552,male,37.8,50.6,38.5,40.2,e
2553,female,61.9,69.8,67.0,69.9,d
2554,female,60.1,65.9,52.4,55.4,d
2555,male,66.3,67.1,58.4,56.3,d
2556,other,66.8,84.7,90.5,78.8,c
2557,male,56.7,64.4,78.2,65.0,d
2558,other,27.5,24.0,42.1,34.9,f
2559,male,46.6,51.4,55.2,49.6,e
2560,male,70.9,67.1,68.2,73.1,c
2561,male,52.9,68.9,41.9,51.6,e
2562,female,48.5,63.2,50.6,52.2,e
2563,female,100.0,98.5,100.0,100.0,a
2564,male,59.5,61.7,56.8,62.8,d
2565,female,82.5,84.1,83.0,98.5,a
2566,other,56.7,46.6,63.3,51.4,e
2567,male,60.4,89.7,67.6,69.1,d
2568,male,71.9,80.5,87.8,76.6,c
2569,female,62.4,53.7,53.4,54.8,e
2570,other,63.2,63.7,69.3,59.5,d
2571,male,49.2,52.0,59.3,54.7,e
2572,male,63.6,51.7,62.9,52.1,e
2573,male,90.0,79.1,86.2,79.2,c
2574,female,85.8,100.0,97.5,99.1,a
2575,male,26.7,33.5,55.7,55.8,d
2576,female,76.9,70.1,94.5,77.3,c
2577,female,47.8,26.8,46.9,49.7,e
2578,male,48.2,35.3,44.2,39.8,f
2579,other,41.2,26.0,32.4,27.2,f
2580,other,77.1,67.7,68.5,61.6,d
2581,other,82.9,51.1,60.9,62.8,d
2582,other,61.0,63.1,82.2,71.8,c
2583,male,100.0,100.0,97.3,96.7,a
2584,other,68.4,89.9,67.9,85.1,b
2585,male,10.5,33.6,37.5,36.7,f
2586,male,41.0,30.4,57.5,53.9,e
2587,female,60.4,59.2,56.4,59.6,d
2588,other,43.4,41.4,39.6,39.4,f
2589,female,36.9,42.2,42.4,41.1,e
2590,female,38.9,23.4,51.0,39.9,f
2591,female,68.0,54.9,70.7,66.5,d
2592,female,64.1,73.0,80.5,64.4,d
2593,female,76.6,100.0,78.5,87.7,b
2594,female,89.2,96.1,81.2,87.9,b
2595,female,100.0,95.0,100.0,100.0,a
2596,female,95.1,93.6,100.0,97.0,a
2597,male,48.7,52.2,71.7,62.2,d
2598,male,93.0,80.2,72.4,75.6,c
2599,male,60.8,72.0,51.9,60.0,d
2600,female,86.8,97.1,86.3,89.4,b
2601,male,88.5,78.7,49.3,72.5,c
2602,male,47.7,48.6,65.0,55.9,d
2603,other,84.0,77.9,75.2,80.9,c
2604,male,46.5,58.9,55.4,63.9,d
2605,other,92.6,100.0,100.0,100.0,a
2606,male,37.3,52.2,65.2,52.0,e
2607,other,60.4,71.9,68.2,62.2,d
2608,male,91.2,90.0,83.2,86.1,b
2609,female,65.5,58.7,73.4,67.3,d
2610,other,47.3,26.9,46.4,41.9,e
2611,male,70.6,90.3,86.8,70.7,c
2612,female,64.0,69.9,85.0,74.1,c
2613,other,30.9,22.5,18.3,21.4,f
2614,male,45.1,56.0,39.0,38.6,f
2615,male,52.4,50.8,47.8,45.7,e
2616,other,55.6,51.5,42.9,61.9,d
2617,male,30.9,47.5,16.5,46.9,e
2618,other,58.0,72.4,59.0,57.7,d
2619,other,84.4,78.5,82.8,75.0,c
2620,other,60.8,99.0,93.1,65.3,d
2621,other,54.3,40.8,59.6,61.0,d
2622,other,47.6,40.4,41.8,44.3,e
2623,female,38.9,42.4,68.1,56.0,d
2624,other,27.6,54.1,36.3,46.8,e
2625,female,90.8,70.5,100.0,83.4,c
2626,female,45.9,36.6,35.4,44.5,e
2627,male,85.9,75.7,86.1,81.8,c
2628,other,74.0,74.6,73.9,72.8,c
2629,female,61.0,73.7,62.4,75.6,c
2630,other,77.6,94.6,80.8,84.9,c
2631,female,77.7,70.5,71.3,81.2,c
2632,male,76.7,75.7,66.9,71.7,c
2633,female,43.1,45.9,59.1,48.0,e
2634,other,72.4,48.5,49.3,67.8,d
2635,female,29.0,48.2,16.8,37.1,f
2636,other,68.3,46.1,52.5,53.5,e
2637,male,91.0,91.2,76.9,89.7,b
2638,other,80.8,67.7,84.4,76.9,c
2639,other,59.2,82.5,54.0,54.3,e
2640,other,51.6,92.9,85.8,76.7,c
2641,male,35.5,27.0,13.9,31.9,f
2642,female,77.2,81.1,80.3,78.3,c
2643,male,88.2,94.3,100.0,91.4,b
2644,female,34.3,16.7,37.5,30.8,f
2645,other,23.2,34.4,34.3,28.0,f
2646,female,100.0,95.9,100.0,95.5,a
2647,other,71.3,64.2,48.2,53.4,e
2648,other,93.7,90.6,87.5,92.2,b
2649,other,81.8,62.6,61.8,74.1,c
2650,other,51.1,47.0,56.6,54.7,e
2651,female,48.5,47.6,85.8,59.8,d
2652,other,83.2,80.8,85.8,79.3,c
2653,male,52.0,70.2,47.3,63.0,d
2654,other,64.1,56.9,64.6,71.1,c
2655,female,43.9,48.0,51.2,44.1,e
2656,other,40.8,49.3,44.8,42.0,e
2657,female,72.9,78.0,71.6,73.4,c
2658,male,81.2,56.8,62.8,70.3,c
2659,other,98.4,100.0,77.2,88.6,b
2660,other,87.2,81.1,63.5,77.6,c
2661,male,75.4,57.6,88.6,73.6,c
2662,male,34.0,41.0,49.4,46.8,e
2663,female,93.9,91.1,100.0,97.1,a
2664,female,57.5,61.6,65.8,64.0,d
2665,female,90.3,100.0,91.2,89.1,b
2666,male,76.6,67.9,63.9,65.5,d
2667,female,63.4,58.5,56.1,60.0,d
2668,female,67.1,84.4,56.1,68.6,d
2669,other,35.8,33.6,21.6,28.7,f
2670,female,67.4,89.2,51.5,68.1,d
2671,female,65.5,68.3,55.6,67.2,d
2672,male,71.1,80.3,64.5,64.1,d
2673,female,37.0,11.7,27.9,32.4,f
2674,female,60.5,74.6,66.4,67.1,d
2675,male,16.3,28.8,42.6,30.6,f
2676,other,56.5,57.6,61.8,54.8,e
2677,other,62.0,69.8,67.8,65.5,d
2678,male,33.7,44.8,25.1,38.1,f
2679,female,33.5,55.2,27.5,38.8,f
2680,other,42.1,49.0,36.6,43.3,e
2681,male,70.5,70.2,62.5,70.1,c
2682,male,84.5,95.2,69.6,90.1,b
2683,female,53.6,53.0,77.1,61.9,d
2684,male,50.1,86.6,69.7,67.3,d
2685,female,46.9,40.1,52.6,46.6,e
2686,male,82.2,82.9,71.1,74.8,c
2687,other,31.6,42.9,33.2,30.3,f
2688,female,66.9,87.3,80.2,81.3,c
2689,male,67.0,69.6,85.8,75.7,c
2690,other,44.9,48.5,62.7,55.5,d
2691,male,31.9,52.6,38.3,41.0,e
2692,female,89.6,100.0,82.8,97.0,a
2693,other,43.5,45.8,38.1,50.2,e
2694,other,89.9,59.1,61.9,67.1,d
2695,male,88.1,87.3,94.7,93.7,b
2696,female,60.0,81.7,67.8,79.7,c
2697,other,78.9,93.1,65.9,68.9,d
2698,other,85.6,72.4,94.4,84.5,c
2699,male,89.9,58.2,90.1,81.5,c
2700,other,56.0,57.2,53.2,56.8,d
2701,male,63.2,43.7,49.7,49.9,e
2702,female,55.3,50.2,65.7,53.8,e
2703,male,88.6,67.8,93.0,79.1,c
2704,male,100.0,100.0,94.3,91.2,b
2705,male,59.4,58.4,71.7,63.2,d
2706,male,67.5,70.5,74.6,65.6,d
2707,other,47.3,51.4,33.4,35.7,f
2708,female,61.6,54.5,50.9,56.7,d
2709,female,98.2,79.9,96.8,88.1,b
2710,female,79.7,54.2,69.1,55.5,d
2711,female,35.8,39.7,34.7,40.7,e
2712,male,88.4,96.9,84.7,91.6,b
2713,male,30.9,46.5,41.2,46.4,e
2714,other,50.6,62.1,43.2,61.2,d
2715,male,74.3,76.9,64.5,81.5,c
2716,other,58.5,57.1,40.2,55.1,d
2717,other,89.3,95.0,89.5,91.7,b
2718,male,87.1,98.3,87.2,92.8,b
2719,male,74.4,59.7,69.7,76.3,c
2720,male,94.2,88.2,97.5,100.0,a
2721,female,37.0,25.8,53.5,40.0,f
2722,male,37.1,61.5,54.1,51.9,e
2723,other,87.2,61.9,72.5,73.5,c
2724,female,63.9,62.0,71.7,66.4,d
2725,other,47.5,53.4,45.7,53.5,e
2726,other,54.3,42.4,56.4,56.9,d
2727,female,25.0,28.8,25.2,33.8,f
2728,female,67.3,81.5,37.3,56.2,d
2729,male,46.6,61.4,58.0,60.9,d
2730,male,100.0,100.0,98.3,99.3,a
2731,female,95.7,74.7,74.7,79.6,c
2732,female,59.3,73.5,78.2,67.1,d
2733,female,37.6,54.3,59.3,58.9,d
2734,male,34.2,38.0,41.3,35.6,f
2735,other,56.3,66.2,45.0,58.3,d
2736,female,71.9,68.8,84.7,73.3,c
2737,female,83.8,95.4,94.5,90.2,b
2738,female,38.7,33.1,52.4,36.3,f
2739,female,93.6,87.9,96.6,85.3,b
2740,female,77.0,93.1,63.9,82.9,c
2741,other,42.3,54.2,28.5,40.2,e
2742,female,72.1,89.9,68.5,79.4,c
2743,male,77.3,56.0,57.8,56.3,d
2744,other,100.0,100.0,100.0,95.2,a
2745,male,96.7,86.8,75.1,77.6,c
2746,male,70.3,56.6,64.4,61.5,d
2747,male,38.8,41.3,42.4,51.8,e
2748,other,47.4,37.8,48.0,54.8,e
2749,female,87.8,98.7,85.3,81.1,c
2750,male,72.1,59.8,84.5,75.3,c
2751,other,64.9,55.9,63.4,58.1,d
2752,male,76.7,82.5,71.8,78.6,c
2753,other,69.0,49.0,53.4,61.0,d
2754,other,81.2,78.3,54.9,61.6,d
2755,male,28.6,65.8,43.5,41.9,e
2756,other,63.5,81.0,96.0,79.7,c
2757,female,83.4,84.1,84.3,86.1,b
2758,male,75.1,68.5,76.5,75.7,c
2759,female,84.4,93.5,99.8,89.7,b
2760,female,88.1,63.3,89.9,84.3,c
2761,male,34.8,39.0,44.9,38.2,f
2762,other,53.3,68.7,61.5,61.4,d
2763,male,60.3,51.5,61.6,57.6,d
2764,other,64.0,58.6,58.0,56.2,d
2765,other,56.8,59.7,39.7,54.7,e
2766,female,100.0,86.8,73.4,83.4,c
2767,male,31.2,30.5,30.4,34.6,f
2768,male,77.4,93.2,79.4,86.4,b
2769,male,100.0,91.7,93.0,100.0,a
2770,female,41.9,49.4,79.8,59.6,d
2771,other,86.5,60.1,69.9,66.7,d
2772,male,56.0,41.9,51.3,39.3,f
2773,other,78.7,47.4,42.9,65.5,d
2774,male,41.6,53.0,82.1,64.7,d
2775,male,70.2,63.2,63.5,74.4,c
2776,female,67.0,68.8,83.3,67.3,d
2777,other,83.4,74.4,76.7,82.6,c
2778,other,63.2,45.3,45.1,56.4,d
2779,female,100.0,77.4,96.4,90.5,b
2780,male,100.0,90.4,86.4,100.0,a
2781,male,86.3,73.0,76.5,78.8,c
2782,other,50.4,40.0,36.6,51.8,e
2783,male,90.0,92.1,100.0,90.4,b
2784,other,85.4,76.3,68.9,78.1,c
2785,other,55.5,79.3,74.0,67.4,d
2786,other,68.0,86.6,72.5,69.6,d
2787,male,65.8,47.8,55.4,49.5,e
2788,male,64.3,62.5,53.3,57.7,d
2789,male,87.7,83.4,80.7,77.1,c
2790,female,71.6,69.5,89.2,68.6,d
2791,female,36.8,19.2,26.2,26.9,f
2792,male,43.7,42.1,32.7,38.5,f
2793,female,74.5,43.0,46.9,55.7,d
2794,male,35.8,43.9,42.2,40.0,f
2795,female,66.3,72.1,69.6,73.6,c
2796,male,17.4,36.4,29.4,34.7,f
2797,other,65.4,66.7,65.8,65.7,d
2798,male,69.3,73.8,52.1,60.1,d
2799,other,83.2,63.0,70.3,70.6,c
2800,male,66.1,73.9,56.7,65.6,d
2801,male,85.7,72.8,82.7,71.9,c
2802,male,70.9,82.3,54.7,67.9,d
2803,female,44.8,43.4,50.2,56.4,d
2804,other,79.2,69.1,87.9,70.1,c
2805,male,57.2,66.6,56.8,63.1,d
2806,other,50.4,54.5,48.9,54.7,e
2807,other,100.0,81.7,94.6,97.2,a
2808,female,100.0,88.6,100.0,95.1,a
2809,female,54.0,41.3,33.6,49.7,e
2810,other,76.4,100.0,87.6,83.8,c
2811,other,54.5,66.3,49.9,65.3,d
2812,male,52.2,37.1,63.6,47.3,e
2813,other,54.7,59.4,46.9,51.9,e
2814,female,39.0,38.1,13.5,42.3,e
2815,male,70.2,77.8,80.8,64.9,d
2816,other,72.8,63.3,81.3,71.4,c
2817,other,34.3,28.8,32.1,39.5,f
2818,female,10.2,15.4,9.6,20.8,f
2819,other,46.5,51.9,35.6,46.9,e
2820,male,47.7,56.1,41.1,51.2,e
2821,other,51.7,68.6,59.6,55.1,d
2822,female,49.9,70.5,58.2,50.7,e
2823,male,76.5,82.6,53.4,76.4,c
2824,female,60.9,59.4,63.5,66.3,d
2825,male,64.5,67.3,60.6,58.2,d
2826,female,61.2,65.1,52.2,64.4,d
2827,other,66.1,63.2,71.4,62.9,d
2828,female,73.1,80.8,60.3,81.7,c
2829,other,75.2,70.0,73.8,80.2,c
2830,female,68.1,54.6,70.5,62.7,d
2831,other,63.0,64.3,74.2,76.5,c
2832,male,100.0,72.5,79.4,90.1,b
2833,other,62.0,58.6,59.5,56.2,d
2834,female,83.4,97.7,70.8,83.0,c
2835,other,62.7,61.6,66.3,57.6,d
2836,male,74.9,93.7,73.9,87.0,b
2837,male,48.4,65.1,56.3,44.8,e
2838,other,58.2,64.8,85.0,75.2,c
2839,other,63.9,70.4,75.4,54.7,e
2840,other,68.7,90.2,72.4,77.8,c
2841,female,72.4,64.3,66.5,64.3,d
2842,female,67.9,66.4,64.7,77.6,c
2843,female,86.1,90.6,99.8,85.6,b
2844,other,64.8,88.4,61.7,63.9,d
2845,male,46.9,56.2,60.7,46.3,e
2846,male,85.8,71.9,90.8,79.9,c
2847,male,43.6,61.5,52.3,54.2,e
2848,female,31.8,47.8,50.2,50.3,e
2849,other,24.1,37.3,30.3,31.2,f
2850,female,82.1,61.4,71.2,71.4,c
2851,female,55.1,64.5,59.0,59.0,d
2852,female,62.2,63.8,57.7,68.5,d
2853,male,87.7,49.7,71.4,69.6,d
2854,other,29.1,39.9,43.2,39.6,f
2855,other,53.3,36.3,28.8,44.1,e
2856,other,86.0,84.8,100.0,96.2,a
2857,other,76.0,71.9,64.8,86.5,b
2858,female,86.9,72.5,81.9,78.2,c
2859,other,31.1,20.8,18.4,24.7,f
2860,female,65.3,75.2,63.1,73.6,c
2861,other,63.6,77.5,80.8,84.2,c
2862,female,65.5,58.1,59.7,66.9,d
2863,other,66.8,63.4,79.1,68.5,d
2864,male,64.9,46.1,25.3,45.7,e
2865,male,53.9,65.1,56.2,66.3,d
2866,male,88.1,91.3,90.9,90.6,b
2867,female,57.7,48.3,47.1,58.8,d
2868,other,42.0,29.1,40.8,42.7,e
2869,female,53.3,64.8,64.2,59.6,d
2870,other,61.3,69.7,54.8,66.4,d
2871,female,72.8,54.6,63.0,74.5,c
2872,other,67.1,65.2,49.3,64.1,d
2873,other,100.0,97.5,87.5,100.0,a
2874,male,44.3,28.1,47.9,41.2,e
2875,other,40.8,63.2,43.6,46.3,e
2876,male,44.9,16.7,24.9,33.8,f
2877,female,89.2,94.8,70.5,86.2,b
2878,female,80.0,67.2,70.2,77.2,c
2879,male,86.6,82.4,89.3,94.7,b
2880,other,100.0,97.4,77.0,97.2,a
2881,female,59.5,47.8,60.7,58.8,d
2882,male,50.0,53.1,31.2,41.3,e
2883,male,54.0,68.7,48.7,57.9,d
2884,male,52.7,56.1,57.8,60.3,d
